threshold,baks,baus,geometric_mean
0.1,0.12367095691102406,0.4693329353827787,0.24092084432163205
0.1163265306122449,0.13933967543368775,0.3977018355469333,0.23540527752047435
0.1326530612244898,0.15668718522663683,0.331741531114759,0.22799045316229
0.1489795918367347,0.16955791829882486,0.2695120131323683,0.21377066193294605
0.1653061224489796,0.182988248461108,0.21731831069989554,0.19941588962141596
0.1816326530612245,0.1936205931729155,0.17038501716161766,0.1816316274513054
0.1979591836734694,0.204252937884723,0.13307715266378153,0.1648678240194586
0.2142857142857143,0.21096810296586457,0.10367855543948665,0.14789478746497361
0.2306122448979592,0.21768326804700616,0.08263691986270706,0.1341218653950676
0.2469387755102041,0.21936205931729155,0.06375914042680197,0.1182638420833843
0.263265306122449,0.22160044767767206,0.04928368900164155,0.1045049642168779
0.2795918367346939,0.2238388360380526,0.038874794806745265,0.09328284312112271
0.29591836734693877,0.22495803021824287,0.029659752275779733,0.08168353229825737
0.3122448979591837,0.22607722439843314,0.022086255782718996,0.07066257428590438
0.3285714285714286,0.22719641857862338,0.016564691837039246,0.06134687164178687
0.3448979591836735,0.22831561275881365,0.01208774809729891,0.052534004356311774
0.36122448979591837,0.22831561275881365,0.008245038054021788,0.04338745112960338
0.37755102040816324,0.2311135982092893,0.0062677212356364725,0.03805989499907637
0.3938775510204082,0.23167319529938443,0.004514251604238174,0.03233931189031748
0.4102040816326531,0.23223279238947958,0.0029846291598268917,0.026327338719165396
0.42653061224489797,0.23223279238947958,0.0019773168183853155,0.021428901189102144
0.44285714285714284,0.23223279238947958,0.0012311595284285927,0.016909039451248758
0.4591836734693878,0.23223279238947958,0.0007834651544545591,0.013488747182701483
0.4755102040816327,0.23223279238947958,0.00048500223847186986,0.010612889529033581
0.49183673469387756,0.23223279238947958,0.000261155051484853,0.007787731816963506
0.5081632653061224,0.2327923894795747,0.00018653932248918073,0.006589759829778119
0.5244897959183674,0.2327923894795747,7.461572899567229e-05,0.004167730059116466
0.5408163265306123,0.2327923894795747,0.0,0.0
0.5571428571428572,0.2327923894795747,0.0,0.0
0.573469387755102,0.2327923894795747,0.0,0.0
0.589795918367347,0.2327923894795747,0.0,0.0
0.6061224489795919,0.2327923894795747,0.0,0.0
0.6224489795918368,0.2327923894795747,0.0,0.0
0.6387755102040816,0.2327923894795747,0.0,0.0
0.6551020408163265,0.2327923894795747,0.0,0.0
0.6714285714285715,0.2327923894795747,0.0,0.0
0.6877551020408164,0.2327923894795747,0.0,0.0
0.7040816326530612,0.2327923894795747,0.0,0.0
0.7204081632653062,0.2327923894795747,0.0,0.0
0.7367346938775511,0.2327923894795747,0.0,0.0
0.753061224489796,0.2327923894795747,0.0,0.0
0.7693877551020408,0.2327923894795747,0.0,0.0
0.7857142857142857,0.2327923894795747,0.0,0.0
0.8020408163265307,0.2327923894795747,0.0,0.0
0.8183673469387756,0.2327923894795747,0.0,0.0
0.8346938775510204,0.2327923894795747,0.0,0.0
0.8510204081632654,0.2327923894795747,0.0,0.0
0.8673469387755103,0.2327923894795747,0.0,0.0
0.8836734693877552,0.2327923894795747,0.0,0.0
0.9,0.2327923894795747,0.0,0.0
