threshold,baks,baus,geometric_mean
0.1,0.026587289657815823,0.8747701654808537,0.15250497622587578
0.1163265306122449,0.03414263561230651,0.8425133903589416,0.16960432684785579
0.1326530612244898,0.04086030798830577,0.8117355504037094,0.18212019271501023
0.1489795918367347,0.04729771200813687,0.7820769046286674,0.19232901030094715
0.1653061224489796,0.054574668500467216,0.7536173954752579,0.20280142882693825
0.1816326530612245,0.060172520047799063,0.725517627308338,0.20894071880378554
0.1979591836734694,0.0646508639154648,0.6958989527540171,0.21210956718972965
0.2142857142857143,0.07276674658229179,0.6667999040690703,0.22027450973839555
0.2306122448979592,0.07752473250812308,0.6411383803661364,0.22294412178520426
0.2469387755102041,0.0808829423981201,0.6159565113118555,0.2232047827090267
0.263265306122449,0.08648016764744934,0.5918538652170438,0.22623797534180867
0.2795918367346939,0.09291725851827913,0.5672715644735791,0.2295851010110634
0.29591836734693877,0.09739497608794226,0.5433687744823726,0.23004649268712005
0.3122448979591837,0.101873319955608,0.5207050923335199,0.23031707812015825
0.3285714285714286,0.10691063479060353,0.49796146774322486,0.23073226176174153
0.3448979591836735,0.11166862071643482,0.47194020305380124,0.22956679101222843
0.36122448979591837,0.1164272329402687,0.4457590534814933,0.22781240781600004
0.37755102040816324,0.12006539803743257,0.4206571268686546,0.22473621286914974
0.3938775510204082,0.1276226228859311,0.39467583339995205,0.22443164894504664
0.4102040816326531,0.13265962457192532,0.36613638180510033,0.22038946198125653
0.42653061224489797,0.13853680502842142,0.3376768726516908,0.21628840715386105
0.44285714285714284,0.14245586477975603,0.3107762411064034,0.21040888331963234
0.4591836734693878,0.1480537163270879,0.28399552322327926,0.20505265819652838
0.4755102040816327,0.15337067322024897,0.2559357262770805,0.19812378615458873
0.49183673469387756,0.15756843558274525,0.22971460548405148,0.19025186205824507
0.5081632653061224,0.16204615315240836,0.20461267887121273,0.18208980613227388
0.5244897959183674,0.1670828416894013,0.18051003277640099,0.17366671883158283
0.5408163265306123,0.17183988816822865,0.1534495163482293,0.16238456739711596
0.5571428571428572,0.17575894791956329,0.1298265249020705,0.1510568549548179
0.573469387755102,0.1802366654892264,0.10644336078023822,0.13850991448447594
0.589795918367347,0.18695277212021916,0.08405947717643297,0.12536009046387306
0.6061224489795919,0.19031129515921746,0.0639939243744504,0.11035744936352357
0.6224489795918368,0.19562825205237855,0.046606443360780236,0.09548579501186352
0.6387755102040816,0.19954637235670927,0.03101766727955872,0.07867314017250958
0.6551020408163265,0.2029048953957076,0.018266847869533937,0.06088048009154566
0.6714285714285715,0.2037444478682069,0.009952833959549125,0.04503148520549013
0.6877551020408164,0.2051435976060385,0.0035174674234551124,0.026862351380875515
0.7040816326530612,0.2065430604928715,0.0009193380765848589,0.013779800432715513
0.7204081632653062,0.2065430604928715,0.00011991366216324247,0.004976679091332326
0.7367346938775511,0.2065430604928715,0.0,0.0
0.753061224489796,0.2065430604928715,0.0,0.0
0.7693877551020408,0.2065430604928715,0.0,0.0
0.7857142857142857,0.2065430604928715,0.0,0.0
0.8020408163265307,0.2065430604928715,0.0,0.0
0.8183673469387756,0.2065430604928715,0.0,0.0
0.8346938775510204,0.2065430604928715,0.0,0.0
0.8510204081632654,0.2065430604928715,0.0,0.0
0.8673469387755103,0.2065430604928715,0.0,0.0
0.8836734693877552,0.2065430604928715,0.0,0.0
0.9,0.2065430604928715,0.0,0.0
